index,text,created_time
61,"RT @DellEMCOEM: This is the shadow company’s dexterous hand #Robot
by DigitalTrends

#MI #Tech #InternetofThings #IoT #Robotics #AI #Artifi…",2019-12-12 03:26:05
62,RT @FreeBandHndrxx: A new Future &amp; Lil Baby snippet 🥶🥶 https://t.co/1GlImbeCk3,2019-12-12 03:26:05
63,"RT @swade20: All 5 Cathedral Catholic starters averaging double figures. Very unselfish group of high level players
- Beon Riley 14.4 ppg 7…",2019-12-12 03:26:05
64,SF Display Bold (or Helvetica Now if you get it at the right thickness) https://t.co/ZClbnMr6yL,2019-12-12 03:26:05
65,@BrawIins so youre sending or dodging ?,2019-12-12 03:26:05
66,"Need Traffic? Advertise For Free In Services / Event - Party - Wedding 

Visit: https://t.co/xDipVkr37W 

Advertising That Delivers Results.  #Green #Services #Event #Party",2019-12-12 03:26:05
67,Man somebody really gotta get Kashy it’s some wrong with her 😂😂😭😭😭😭😭😭😭 I was just screaming,2019-12-12 03:26:05
68,RT @SLAMonline: Devonte Graham has FORTY. He’s an Eastern Conference All-Star don’t @ me. (via @nba) https://t.co/lJuHUFGEAI,2019-12-12 03:26:05
69,"RT @Seahawks: Toe tapping his way into the endzone... and our hearts. 💙

RT to #ProBowlVote @TDLockett12! https://t.co/wghY4uXUrW",2019-12-12 03:26:05
70,yesssssssir https://t.co/4nHBvXc68O,2019-12-12 03:26:05
71,"RT @paranjoygt: TMC minces few words on CAB: People who drafted this drew from Nazi copybook | India News,The Indian Express https://t.co/u…",2019-12-12 03:26:05
72,"his courage and ambition to be the best makes him one of my favorite people of all time. although he did not perform as well as he can, he still gave it his all and that outshines more. no matter what, he'll always be a great human at heart ❤️
~
i forever and always will love you https://t.co/TxdzPdSTME",2019-12-12 03:26:05
73,@dyl6nnn thanks bro!!,2019-12-12 03:26:05
74,"RT @NASAMoon: Look up tonight to see a full Moon! As the full Moon closest to the winter solstice, we call this the Long Night Moon or the…",2019-12-12 03:26:05
75,"@AshaRangappa_ It's pretty easy training. Rule one you don't spend charity money on yourself, oh wait that might be pretty hard for them to understand. Looks like it's going to be a long training session.",2019-12-12 03:26:05
76,@rapperIoey damn it rly be clown season,2019-12-12 03:26:05
77,RT @reinamcqueen1: Not gonna risk it https://t.co/TigHiopxzj,2019-12-12 03:26:05
78,"RT @Lu12HaX07_0X3: CHEN surpassing 1,000,000,000 Digital Index on GAON Digital Chart in 2019 and Baekhyun became the first soloist to sell…",2019-12-12 03:26:05
79,"Goodmorning!!
They say economy and sensex not have  relation but sensex do speculate on news.
11940 is support and 12020 is resistence to 12100! .
Happy Trading!!!",2019-12-12 03:26:05
80,RT @DNCWarRoom: @RepValDemings .@RepValDemings: “I ask you to name somebody in your family or in your community who can” get away with what…,2019-12-12 03:26:05
81,RT @MariaBartiromo: Thank you @LindseyGrahamSC for holding up 🇺🇸 #RuleOfLaw look forward to @Comey reaction to this hearing especially afte…,2019-12-12 03:26:05
82,"RT @TaigaImageBot: 2019-12-12 03:00:02.201585
Image Source: Unknown
Artist: Unknown
Image: Unknown https://t.co/7aO2HdVi6I",2019-12-12 03:26:05
83,RT @chunkyfila: he playin in b minor https://t.co/KNBtEUVsX2,2019-12-12 03:26:05
84,"RT @RajiniFansTeam1: Official Tag Reached 200K Tweets 🔥🔥

#HBDThalaivarSuperstarRAJINI https://t.co/C3RfRu9LVa",2019-12-12 03:26:05
85,RT @KING_B3A: Exams are the ghetto why can’t you just believe me when I say I understand 😔,2019-12-12 03:26:05
86,MGK and Yungblud are doing another song together and I’m fucking screaming,2019-12-12 03:26:05
87,I think Slimm is oversleeping &amp; I literally can’t wake her up. 🥴,2019-12-12 03:26:05
88,"@ntlmenforlife @HerbGeraghty thank ya thank ya, I’m here all week",2019-12-12 03:26:05
89,Love this look🧡 https://t.co/kw8vDADAfQ,2019-12-12 03:26:05
90,RT @steelers: 🔥 COLOR RUSH pt. 2 🔥 https://t.co/pXEbX00ope,2019-12-12 03:26:05
91,"RT @KevinMKruse: I'm going to fight the urge to keep retweeting this, but it seems that the Republicans are *really* leaning heavily on ""De…",2019-12-12 03:26:05
92,Watching Cara Maria cry at the end was probably the most satisfying moment this season hahahaa congrats to the UK team! fabulous win watch me do my happy dance ayeeee  #TheChallenge34 https://t.co/CMxPQw6I6z,2019-12-12 03:26:05
93,"""Pleasure of love lasts but a moment. Pain of love lasts a lifetime."" — Bette Davis
FRANKIANA ForThePoolShow

#FRANKIANA",2019-12-12 03:26:05
94,"RT @divomovies: Thalaivaaa ! 🔥 Superstar😎

Wishing the one and only Thalaivar Superstar @rajinikanth a very happy birthday :)💥🔥 

#HBDThala…",2019-12-12 03:26:05
95,Jfc this is me 🤧 https://t.co/36HXvdKOSj,2019-12-12 03:26:05
96,RT @taylorswift13: HEY THANKS @BILLBOARD 🙏 it was a whole entire party chatting with @jasonlipshutz and Sami Drasin killed it with these ph…,2019-12-12 03:26:05
97,RT @catalynaaxx_: i need more charms 🥺,2019-12-12 03:26:05
98,"Moral of the story, please don’t do dumb shit around me right after work. My patience has not been replenished. https://t.co/WueJZGTyff",2019-12-12 03:26:05
99,@Kripparrian Thanks!  Always wanted to try Magnum.  Might have just pushed me over the edge,2019-12-12 03:26:05
100,RT @ZGraphix88: M’y dear sleeping beauty  @elissakh #elissians #elissian #elissa #MINNIE #MinnieMouse #elissakh @elissazkh the sleeping bea…,2019-12-12 03:26:05
101,"RT @TheZweli: In terms of instrumental, Vula Vala is the cleanest yanos production of 2019, for me.",2019-12-12 03:26:05
102,@mkerrigan7 Hell yeah,2019-12-12 03:26:05
103,RT @slylawri: when yall are both equally submissive and dominant &gt;,2019-12-12 03:26:05
104,"RT @weareoneEXO: EXO THE STAGE Rehearsal Behind Photos #BAEKHYUN 📸 

#EXO #엑소 #weareoneEXO #EXOonearewe @exoonearewe #OBSESSION #OBSESSEDwi…",2019-12-12 03:26:05
105,RT @SmithInAmerica: At ‘Celebrating the First Amendment and the Newseum’ event at The Newseum. Fox News host Chris Wallace: “I believe that…,2019-12-12 03:26:05
106,Literally me all the time jus being annoying https://t.co/YjULoqgFfi,2019-12-12 03:26:05
107,@chance_gmg love that for us,2019-12-12 03:26:05
108,"RT @SupportRV: [INFO] PRE-ORDER LINKS FOR 'THE REVE FESTIVAL FINALE' REPACKAGE ALBUM

🎇There is Finale ver. and Scrapbook ver. 
🎇2 covers f…",2019-12-12 03:26:05
109,"640EA825 :Battle ID
I need backup!
Lvl 100 Colossus Omega
https://t.co/IPcSXFoD1E",2019-12-12 03:26:05
110,RT @dadamnndejC: the best thing you can do for me is show me cause them words means nothing 2 me.,2019-12-12 03:26:05
111,@The_Upgrade hell yeah. come and get yo rim job!,2019-12-12 03:26:05
112,@realDonaldTrump Make this happen! Our military personnel need a pay raise and we need to continue to rebuild our military!,2019-12-12 03:26:05
113,RT @Prettyboyfredo: Cant nothing get between our bond 💕🤞🏾😚👶🏽 https://t.co/WK1sFikl2S,2019-12-12 03:26:05
114,@BleacherReport Magic players acting like they tough guys 😂😂 take y’all asses to Disneyland...your whole team wants no smoke #LakerNation reigns supreme 💜💛,2019-12-12 03:26:05
115,"@Tygerlylly @FriedgeHNIC Another bonus tonight.  No stupid 
“ Skip the dishes “ from John Hamm.",2019-12-12 03:26:05
116,RT @ANDREW1ALBERTT: I can’t stop watching this https://t.co/hap4OdutJV,2019-12-12 03:26:05
117,"RT @BaekYerinCharts: [CHART] 191212 11:30AM KST

🎵Square (2017)
iChart
#6 Weekly 
#1 Realtime 👑

👑 27th Realtime All Kill 👑
#1 Melon
#1 Gen…",2019-12-12 03:26:05
118,"RT @humorandanimals: this dog out here living the best life
(goldencaco IG) https://t.co/so1a0tjP99",2019-12-12 03:26:05
119,"@Memnithopter Yep, you will just get an email when you’ll be billed again. I don’t think you have to do anything to renew. Next box will be out in March. Planning another wild lineup of goodies!",2019-12-12 03:26:05
120,"RT @TipsyBartender: The 11th Hour Shot. Wow, it has 11 different alcohols in it. https://t.co/dCPP4dRge6",2019-12-12 03:26:05
121,put some respect on Logan Lerman’s name he was a good Percy Jackson with a shitty script I will not tolerate it,2019-12-12 03:26:05
122,"RT @WWENXT: Following her match, WWE’s medical team immediately tended to @DakotaKai_WWE. She suffered a laceration and is currently receiv…",2019-12-12 03:26:05
123,RT @GeorgePapa19: It feels damn good to be VINDICATED!,2019-12-12 03:26:05
124,@Noir19841 @Bozzyisaspud @alexisxg @geoffkeighley @wwwbigbaldhead Geoff didn't nominate any of the games nominated. They spell out how the nomination and voting process is done on the website.,2019-12-12 03:26:05
125,RT @DonaldJTrumpJr: Strange how this very major point is not even being covered a little bit in the mainstream media. Absolute insanity. ht…,2019-12-12 03:26:05
126,"@BJP4India People of Jharkhand are with BJP. BJP might lose few seats  due to candidate selection, but everyone wants to see a BJP led govt with a new CM face this time around.",2019-12-12 03:26:05
127,"RT @Oldskoolbball1: Young SHAQ was Tyrannosaurus-rex with a pretty face🦖
https://t.co/ha4kHzAW74",2019-12-12 03:26:05
128,"@ziggystardad @gtconway3d @ThoughtsCanada Lemme guess, you believe in aliens too.z
Let go of your conspiracy theories Zig.
SMDH",2019-12-12 03:26:05
129,Probably,2019-12-12 03:26:05
130,@C103172 @generalslilgirl @ABC @UPS May have. Who knows. Peoblem is it ended up on a busy highway with civilians in the middle of it WITH an armed suspect. Sometimes you CAN NOT wait around and have to act. Maybe if they waited around the suspect opened fired or highjacked more vehicles. See both sides bud...,2019-12-12 03:26:05
131,RT @munii365: Funniest Video I’ve Watched No Cap🤣😭🤣🤣🤣 https://t.co/dcFa6TI89L,2019-12-12 03:26:05
132,"@notaboarprince take the whole bottle, I insist !",2019-12-12 03:26:05
133,RT @svtsimulationau: Updates will be every night at 8pm KST. https://t.co/NoiKTjrrNT,2019-12-12 03:26:05
134,macro white archer,2019-12-12 03:26:05
135,RT @jiann_25: Retweet this to pass in your finals 💯 https://t.co/c82c7F5QTG,2019-12-12 03:26:05
136,RT @partaetae: mnbcdjxswjs Taehyung reacting to Hwasa 🔥 https://t.co/tcRfGd9IvI,2019-12-12 03:26:05
137,RT @Kimchi15411091: I think we're having a hard time pooping:( getting stressed out https://t.co/1akZ7UuPh3,2019-12-12 03:26:05
138,RT @Melodic_Heart: I bet if they all got in an argument it would sound like thunder 😂😂😂 https://t.co/EpmqYEhXoO,2019-12-12 03:26:05
139,RT @midlifetimmy: much to think about https://t.co/GKShY7nIf4,2019-12-12 03:26:05
140,RT @eaglefeather43: @CNN @ABC @CBS @nbc @MSNBC @NYT @FBI .. if indeed you do desire Peace and a Common Prosperity.,2019-12-12 03:26:05
141,Wed 22:26: ❄️Snow squall warning in effect: Wed 22:20 to Thu 14:20. https://t.co/r8cXtIIQaK https://t.co/5VBYzDcIDa,2019-12-12 03:26:05
142,Is it ever a bad time to rewatch @SchittsCreek¿ https://t.co/WHtoNPhUaw,2019-12-12 03:26:05
143,RT @clydeaIwyn: SPEECHLESS https://t.co/jos8eXVujj,2019-12-12 03:26:05
144,"@KitanaxMinaj @JamelBlaQue @loyalty4ej @toniopapi4u @JazGtwenty6 @Juliannyc901 Sounds like ya boy is well known, hence him having his own Twitter feed, so... 😗",2019-12-12 03:26:05
145,"RT @Tombx7M: We know

Laura Ingraham: Democrats 'are guilty of much of what they accuse Trump of doing' https://t.co/QChBAzqSLa #FoxNews
#T…",2019-12-12 03:26:05
146,Change your mattress every 10 years they say...but what do you choose? https://t.co/rjyEg8lxlB #Mattress #sleep #bedroom RT https://t.co/FgNIkCkMai,2019-12-12 03:26:05
147,RT @prettytaylor002: Why do men cheat but don’t like getting cheated back on 😩 men suppose to be playas not selfish 🥴😭,2019-12-12 03:26:05
148,RT @DevInTheLab: I’m telling u guys...don’t miss out on the growth of Devonte graham ...he really is an excellent player already,2019-12-12 03:26:05
149,"RT @kebi___: I'll fight. 

Her items are legit. I bought 5 pairs of Nike from her already. Murah tak semestinya fake. If she knows how to g…",2019-12-12 03:26:05
150,@JRsBBQ I like they build but im not thrilled seeing every match with a dive or broken table....,2019-12-12 03:26:05
151,RT @EmojiMashupBot: 😔 pensive + 😏 smirk + 👌 ok-hand = https://t.co/DQxROh9UKb,2019-12-12 03:26:05
152,"RT @FridayForFuture: These pictures will go around the world.
After chanting for climate justice inside #COP25, young people &amp; indigenous l…",2019-12-12 03:26:05
153,RT @hoemoticon: my damaged ass trying to figure out someone’s intentions before getting too attached https://t.co/xE3K850uAO,2019-12-12 03:26:05
154,RT @pix_bun: Alola Theme Park Project! A hibachi restaurant where the chefs cook alongside Marowak for a spectacular performance. I also to…,2019-12-12 03:26:05
155,RT @THM_Off: Wishing a prosperous Happy birthday to our Superstar @rajinikanth sir on behalf of #Thalapathy @actorvijay &amp; his fans. The one…,2019-12-12 03:26:05
156,@JennaEllisEsq They’re not- several will defect. There will be a bipartisan vote against impeachment.,2019-12-12 03:26:05
157,RT @Jim_Jordan: They're never going to stop! https://t.co/zZymYQBGak,2019-12-12 03:26:05
158,@jannarden I haven’t seen cats!,2019-12-12 03:26:05
159,Sydney becoming a jojo enthusiast is now my life goal https://t.co/YaXOR9gdlN,2019-12-12 03:26:05
160,"RT @AshleyFrankly: Prior authorizations be like: 

My doctor: You need this medicine. 

Dr to pharmacy: She needs this medicine. 

Pharmacy…",2019-12-12 03:26:05
161,"RT @gnuman1979: This is Chug, he has a drinking problem. https://t.co/Y7B1IzBIDD",2019-12-12 03:26:05
162,@itsNICKSNIDER Ohhhhh shit,2019-12-12 03:26:05
163,S. Sir. Why is ur ponytail so crooked https://t.co/jAqHVAgGxG,2019-12-12 03:26:05
164,@phil_219 @AZNatsFan Pretty sure u have to buy autograph voucher pass or something,2019-12-12 03:26:05
165,@sammmidd Ankeny,2019-12-12 03:26:05
166,@b4gues @BreakingNews_RS How many in Shasta County?,2019-12-12 03:26:05
167,"RT @beauville_: I’m like the sleepiest girl ever. I wake up, still sleepy",2019-12-12 03:26:05
168,Seee this dude knows..... @Eminem  is the fuckin man. https://t.co/EnC2aaudHk,2019-12-12 03:26:05
169,RT @rickkrauhl: “which songs on your last album were about me” SHE DID NOT I- AND HIS REACTION ARE WE SURPRISED https://t.co/vj1LEVdhaU,2019-12-12 03:26:05
170,"RT @chartdata: .@BTS_twt's ""Fake Love"" has been certified Gaon Platinum for over 2.5 million downloads.",2019-12-12 03:26:05
171,"RT @AOC: I go back and forth on whether to go on Fox News.

The main reason I haven’t is squaring the fact that the ad revenue from it bank…",2019-12-12 03:26:05
172,"RT @KawainessStore: New meme video link below 🥺

https://t.co/DwNLSwQXqB #AnimeMemes https://t.co/gpJoHEl8XY",2019-12-12 03:26:05
173,RT @MVKDRE: I swear those 3 Fashion Nova girls must be getting calls at 3am to come shoot. They be ON IT LMAO. https://t.co/WR8bUHALcg,2019-12-12 03:26:05
174,RT @Melodic_Heart: I bet if they all got in an argument it would sound like thunder 😂😂😂 https://t.co/EpmqYEhXoO,2019-12-12 03:26:05
175,RT @lauvsongs: i always feel the best right after talking to my therapist,2019-12-12 03:26:05
176,"@OGSelenaStan @Back2Normani @SelisThatBitch @Katyxmimi @Kevin45_R beyonce is the only beyonce, honey",2019-12-12 03:26:05
177,"RT @jinhyukism: the fan wants to compare her height difference with jinhyuk on their feet, when they standing up everyone goes ""wHOAAa"" bec…",2019-12-12 03:26:05
178,"@TheRickWilson *hoosegow

Sorry, just learned that one from 
@RadioFreeTom so I'm going to be obnoxious about it.",2019-12-12 03:26:05
179,RT @419Dan: When i see a bunch of over 75’s at the polling station tomorrow https://t.co/9qRRotkONJ,2019-12-12 03:26:05
180,Reports Says: 'A School Teacher Assaulted A Student For Wearing 'Woman For Trump' Pin https://t.co/hl4T0eVRDV,2019-12-12 03:26:05
181,Omg I got a furbo and I’m so excited to spy on my dog tomorrow sjjdjsjsjsksjdmdk,2019-12-12 03:26:05
182,@soapboxsteve @KamVTV @RepMarkMeadows Yes winning,2019-12-12 03:26:05
183,RT @CaptPityParty: The most resounding indictment of capitalism is that people still starve in ths country even though the Olive Garden has…,2019-12-12 03:26:05
184,Not helping 😩 https://t.co/xWqa5wZbHt,2019-12-12 03:26:05
185,"RT @MitchellJrArt: I’m thrilled to see my book on the shelf at Modern Table Top Gaming in Richmond, Virginia! Awesome store and super cool…",2019-12-12 03:26:05
186,RT @jljacobson: He *called the cops* on protestors. https://t.co/duQKpDcRgg,2019-12-12 03:26:05
187,RT @MoeedNj: Idea is definitely interesting! However PM Khan's comments in NUST asking youth to chase corrupt has lead to criticism that he…,2019-12-12 03:26:05
188,Lmao wtf? https://t.co/zTmN3zIgj5 https://t.co/qC8gIzJblp,2019-12-12 03:26:05
189,RT @Raptors: Board Man got his ring https://t.co/NzUZgLM886,2019-12-12 03:26:05
190,RT @badgal_jai: Durk got India’s face tatted on him and she got D tatted . That’s exactly how I would’ve did it too cuz if we break up I’m…,2019-12-12 03:26:05
191,"RT @localish: Looking for holiday plans? Try Miracle Bar, a winter wonderland drinking experience for adults! 🍻 https://t.co/McfaYbrhUg",2019-12-12 03:26:05
192,RT @KaylarWill: Imagine concentrating on failing when there is an equal or greater chance of succeeding. Optimism could save your life.,2019-12-12 03:26:05
193,"Ok guys! Krow is back and going live with my first time playing @pathofexile! Come hang out as I fail repeatedly! https://t.co/XBlFVGbrK2 is the place, now is the time! Can't wait to see you all there! #pathofexile #PS4 @Twitch #twitch #SupportSmallStreamers #APMinecraft #chill",2019-12-12 03:26:05
194,RT @ariiiii21: At San G if the fire alarm go off we aint even flinch,2019-12-12 03:26:05
195,RT @Socratic1: @abbeludwig @katiemcgrath #MoscowMitch and his cabal.,2019-12-12 03:26:05
196,RT @mayawiley: Judgeships used to be considered an honor bestowed for excellence. “Qualified” was just a floor to be considered. The system…,2019-12-12 03:26:05
197,"RT @JayChpJones: Pelosi and other Democrats met with George Soros for an entire weekend, right after Donald Trump won the election in 2016.…",2019-12-12 03:26:05
198,"My uncle told me that  last time he visited my grandma she got pooped on by a lizard when she was outside the house, said she was gonna go change her clothes and came out of the house with her gun and started shooting at the lizard",2019-12-12 03:26:05
199,"@MichelleRupp @RachelCBS19 Abby is 2.5 and a little handful!  I can't believe dude is 10! did you know Rachel has a podcast?  It's about to drop, get ready!",2019-12-12 03:26:05
200,"RT @brianbeutler: I'm sorry, but this really has to be One Of Those Votes where there have to be penalties for voting against the party.…",2019-12-12 03:26:05
201,HELL YEA https://t.co/sVAIe9HvGK,2019-12-12 03:26:05
202,"RT @minahomine: there's something about wei ying coming back home to jingshi through window, rolling onto er gege's bed, cutely hiding behi…",2019-12-12 03:26:05
203,"@JakeDG33 @_amy__jones_ Absolutely. I was a remain voter back then, and my reasons were that I could live anywhere in the EU.

Alright Jake, I'm glad we could have this discussion. I think your mind is pretty much made up with who you're gonna vote, &amp; I respect that. Others, probably not so much.

🤝",2019-12-12 03:26:05
204,Ghost,2019-12-12 03:26:05
205,I don't want anybody saved?!?.,2019-12-12 03:26:05
206,"RT @5dock_5dock_: Red Velvet [‘The ReVe Festival’ Finale]

#RedVelvet #레드벨벳 #RVF #TheReVeFestivalFinale https://t.co/pCYFVhU6QT",2019-12-12 03:26:05
207,"RT @SayWhenLA: Member when the Germans found out Obama was spying on them? 

I member

He would never do same thing domestically.

He got c…",2019-12-12 03:26:05
208,"RT @GOT7Official: GOT7 JB x Represent Launching

2019.12.13 FRI

#GOT7 #갓세븐
#IGOT7 #아가새
#JB #제이비
#JB_Represent #jbcollection
#Represent htt…",2019-12-12 03:26:05
209,"@QuancyClayborne - Since I Saw Her Standing There
- Radio Gaga (ever since Live Aid)",2019-12-12 03:26:05
210,Leadership camp/ Retreat starter pack https://t.co/44rh6MKqBT,2019-12-12 03:26:05
