index,text,created_time
121,"📦UPDATE: Tacticlips are now being shipped to HOLLISTER, MO. 
Enjoy your #tacticlips. 😎🛠 #Tacticouture #tacticalhairclips #multitoolhairclips #survivalist",2019-12-08 20:54:48
122,Ancient snake with hind limbs #biology https://t.co/uE0YZPgOrr,2019-12-08 20:54:48
123,"RT @WannasWorld: This man is going to touch so much success in the next few years. His stage presence, grind and charisma is so special and…",2019-12-08 20:54:48
124,Good thing Cowboys don’t play today so my Sunday won’t be ruined,2019-12-08 20:54:48
125,"RT @JuiceWorlddd: My goal is to get overly famous, shine for a couple years..then fake my death ⚰",2019-12-08 20:54:48
126,We gotta cover man,2019-12-08 20:54:48
127,RT @MasterReiner: Thank you for being the reason why i smile.,2019-12-08 20:54:48
128,"RT @realDonaldTrump: I got NATO countries to pay 530 Billion Dollars a year more, and the U.S. less, and came home to a Fake News Media tha…",2019-12-08 20:54:48
129,RT @GxldSociety: “This is some fuckin National Geographic shit”😭😂 https://t.co/dhVObeWRhz,2019-12-08 20:54:48
130,"RT @AvantiKB: The perfect starter pack for your Christmas baking. 

What’s coming out the #freebiefriday box this week?
Follow and RT this…",2019-12-08 20:54:48
131,sometimes twitter makes me want to fucking kill myself,2019-12-08 20:54:48
132,"RT @ashindestad: Summary of Conservative position.
Anti-Black
Anti-Muslim
Anti-LGBT
Anti-Working Class
Anti-Foreigner
Anti-Business
Anti-Pr…",2019-12-08 20:54:48
133,RT @Duck_page: This is so sweet https://t.co/Nc4uM0wcxa,2019-12-08 20:54:48
134,RT @yourgirlayah: okay wuttt 🤤😍😍😍 https://t.co/2lj4wJ35FN,2019-12-08 20:54:48
135,RT @DaveTheHerbi: You ever stroked a baby duck to sleep? https://t.co/iKx9FPkLJ5,2019-12-08 20:54:48
136,RT @1800BIGBIDI: me as a gf: https://t.co/lXTh2RcJ8y,2019-12-08 20:54:48
137,Michael Thomas is really good at football,2019-12-08 20:54:48
138,RT @ZonePhysics: Capturing plasma in a syringe 😱😱 https://t.co/TprcTB6gk8,2019-12-08 20:54:48
139,"Nothing in Human Makes Sense Except in the Light of Economics
Incentives can make you do the right things, also the bad things. #NoFreeWill Incentives can take many forms like love, hunger, pain, praise, fairness, peace, safety.
https://t.co/tb5dPOGLPx https://t.co/kG1hcspuMJ",2019-12-08 20:54:48
140,RT @mariamwatheqi: HOES MAD🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭🇧🇭,2019-12-08 20:54:48
141,"RT @DujeLoL: 💥NEW YEAR GIVEAWAY💥

🎁 AWP |  Gungir🎁 (MW) #CSGOGiveaway 

🎟️ Retweet ✅
🎟️ Follow me✅
🎟️ Follow me on at :🎥 https://t.co/8CfQy…",2019-12-08 20:54:48
142,"RT @monaejjass: Oh he from The ""SOUF"" FORREAL😭
#TwitterMomentsOfTheDecade https://t.co/DBmMTukVjN",2019-12-08 20:54:48
143,Nick Chubb 12 carries for 100 yards and Freddie still wanna pass.... bitch averaging 10 yrds lmao,2019-12-08 20:54:48
144,RT @sabirhaydarr: Understanding this meme requires intelligence that not a lot of you have😂 https://t.co/BjDDEkV5WE,2019-12-08 20:54:48
145,RT @hvneymaren: THE WAY SHES ALWAYS LOOKING AT ELSA WITH A SMIRK SHES IN LOVE YOUR HONOR https://t.co/sOIvLQBkyk,2019-12-08 20:54:48
146,RT @iDamienJackson: @ceosonson The “Crossroads”,2019-12-08 20:54:48
147,@Susan_R_Waters @DBCarterAuthor I love that quote...😂,2019-12-08 20:54:48
148,"RT @38_youngboy: I wanna do this but with nobody around

Incase I drop a tear or 2 https://t.co/jaD1yYoCGl",2019-12-08 20:54:48
149,RT @layzhang: I feel so blessed to have won these awards at the TME award show. Thank you everyone! https://t.co/kGjrz4D5dM,2019-12-08 20:54:48
150,RT @loneIymood: its crazy how dudes can hold back tears for a lifetime but cum in like 30 seconds,2019-12-08 20:54:48
151,@Namelani_ 🤣🤣😂 This is why I didn’t pick up 🤣💔,2019-12-08 20:54:48
152,Damn I’m right a lot https://t.co/dNq5k6YK3j,2019-12-08 20:54:48
153,Neverrr everrrr!!!!!!! https://t.co/ByhjEq39sP,2019-12-08 20:54:48
154,RT @leeminhyikes_: ok but imagine wonho coming back on christmas and while everybody around us celebrates the brith of jesus or whatever we…,2019-12-08 20:54:48
155,napping until it’s time to leave😴✌🏽,2019-12-08 20:54:48
156,RT @curledbitch: me resisting the urge to say sorry after someone says “stop saying sorry” https://t.co/GXAoWxZeQ0,2019-12-08 20:54:48
157,RT @__gaciria: Yoongi just... Wow... I'm in awe https://t.co/nIaEsDl0TY,2019-12-08 20:54:48
158,"RT @marth_emblem: why did this get so many likes lmao???
anyways stan marth
https://t.co/2WLCccMYaz",2019-12-08 20:54:48
159,"RT @skzpuff: start of the                      end of the 
  decade                            decade https://t.co/3XLPRt3poA",2019-12-08 20:54:48
160,not to be dramatic but once you see tens smile in person nothing NOTHING else in the world matters except for tmile (ten smile),2019-12-08 20:54:48
161,RT @heymissnoel: My baby learned from his dad how to drink from a soppy cup in one day lol,2019-12-08 20:54:48
162,RT @delmiyaa: All this drama and it’s only the 8th. December is going to be butubutu in this Accra here lmfaooo,2019-12-08 20:54:48
163,RT @espn: 8 years ago today the NBA vetoed the trade that would have sent Chris Paul to LA to join Kobe and the Lakers. https://t.co/1ks5BM…,2019-12-08 20:54:48
164,@Minecraft_Fox_ Well hes not wrong,2019-12-08 20:54:48
165,@Alyssa_Milano Stop being a hater and just enjoy your life ...,2019-12-08 20:54:48
166,"RT @peedekaf: weed 

cocaine 

realizing youll never be able to feel the love others because you are a cold heartless loser who neglects th…",2019-12-08 20:54:48
167,"@tarik_bjg @vonderleyen Sorry about that, but it's a standard trick:

Make one detail wrong to get more comments and attention 😏",2019-12-08 20:54:48
168,"@Zucchinna @DorkwingDork @AntifaRaboot161 @dutspice @CrimsonDave92 @Chesschick01 Antifa is today's clan.

Catch-up @Zucchinna https://t.co/LlAG7EyEt6",2019-12-08 20:54:48
169,"RT @wyo_mbb: New Mexico takes it 79-65

@therealhunter24 with a game high 27 on 4-of-5 shooting from behind the arc. 

#OneWyoming #GoWyo h…",2019-12-08 20:54:48
170,"RT @JAEHEAVENLY: ✨ nctzens! ✨

i’m doing a worldwide giveaway for NCT127’S REGULAR-IRREGULAR ALBUM for Christmas! 💘

- follow, like and rt…",2019-12-08 20:54:48
171,"RT @Klonick: @benjaminwittes I just told him “so old white guys?” and there was a beat and he was like “yeah when you put it that way, I’m…",2019-12-08 20:54:48
172,"RT @FenCoul: Spot on Mr. (previous, proper) President.
 
👇 https://t.co/6SyFt3H5oF",2019-12-08 20:54:48
173,@jayheauxp I relate so much 💀😭,2019-12-08 20:54:48
174,RT @overdoseonadi: I’m gonna tell my kids this was twilight https://t.co/0VWhlwa2Dx,2019-12-08 20:54:48
175,@ripshinobu tell them i say hi 😁👋🏼,2019-12-08 20:54:48
176,Watching around the league at certain teams just makes me more confident that Marinelli &amp; Richard getting fired will have a bigger impact than firing Garrett.,2019-12-08 20:54:48
177,"RT @jxdrxxn: A genocide happening in China where millions of muslims are tortured, raped and killed.

The media: https://t.co/9bVYSI8252",2019-12-08 20:54:48
178,"RT @btsarmy2018x: Remember when Jimin said “a younger fan hugged me, as though I just came back from a long trip away. I just went ""are you…",2019-12-08 20:54:48
179,@fortruthssake2 Instant block.,2019-12-08 20:54:48
180,Oh but Becca too?,2019-12-08 20:54:48
181,RT @melanindaj: I respect who respect me ..,2019-12-08 20:54:48
182,RT @MprueDie: Imagine shaming women for ukbuya emendweni in 2019?! Lmaoooo it’s probably safer out of it anyway,2019-12-08 20:54:48
183,lib dems PLEASEEEE change your vote to labour 😭 https://t.co/zEUX7WOPD0,2019-12-08 20:54:48
184,"Heartbreaker
Die in your arms
Overboard
Trust
All i want is you https://t.co/fBi7lcltF2",2019-12-08 20:54:48
185,"RT @Havenlust: .#goodnight To me, you are Perfect 😊💗

Share your sunset and the best will be RT 🌅💖📷  is #art

Which Country are You? 

🇳🇬🇳🇿…",2019-12-08 20:54:48
186,Drew mf Brees,2019-12-08 20:54:48
187,RT @lexsemien: Stormi has done more in her like 2 years of life than I have in my 20+ years of life https://t.co/yQSBhIbZr4,2019-12-08 20:54:48
188,"Just watched free solo about @AlexHonnold. I’m so incredibly inspired by his resolve, dedication and insane hard work. Soloing a wall like that might seem reckless and pointless but I think it shows humanity that we’re capable anything we’re willing to work hard enough for 💪",2019-12-08 20:54:48
189,so nobody found out what’s wrong with AK ?,2019-12-08 20:54:48
190,This meme computer Guilty gear is a meme is a funny moments lol what a tweet?,2019-12-08 20:54:48
191,Cannot wait for next year 🏡👫,2019-12-08 20:54:48
192,"RT @YUNH0E: fam, we are GROWING BIG https://t.co/YGN8QuPewF",2019-12-08 20:54:48
193,@lilweezywii @Joleighblair Wow. Fucking snapped weezy,2019-12-08 20:54:48
194,@AdamMKaufman Awesome. !,2019-12-08 20:54:48
195,RT @ScrewedHumans: Can someone please tell Nancy Pelosi that she is not POTUS? America put Trump in office. Liberal California keeps her in…,2019-12-08 20:54:48
196,"RT @taeyeweon: qn: have there been any movies in particular that inspired the new album?

taeyong: the current album? *laughs*
mark: this i…",2019-12-08 20:54:48
197,they way she snatched that pink ladder and RAN 😭😭😭😭😭 https://t.co/nlhm7SIkmU,2019-12-08 20:54:48
198,RT @DickieV: In hoops Wichita St 7-1 @GoShockersMBB up 75 - 48 over 7-1 @OSUMBB WOW!,2019-12-08 20:54:48
199,RT @_Jacobey1: Defense if you can do nothing just please atleast get a Stop on this drive,2019-12-08 20:54:48
200,Come on @jacquelineMjos 😚,2019-12-08 20:54:48
201,I DAMN NEAR DID IT PERFECT,2019-12-08 20:54:48
202,RT @fantasiaaxo: happiness im chasing♥️,2019-12-08 20:54:48
203,@SoggyPizzaJones bullshit,2019-12-08 20:54:48
204,Myself https://t.co/BOlEtoEzvx,2019-12-08 20:54:48
205,"RT @saltydkdan: Broke:
Buying a banana taped to a wall for $120,000

Woke:
Eating said banana after it was sold, effectively eating a $120,…",2019-12-08 20:54:48
206,@jccaylen @jjazlynvanessa Is that why he suddenly “had to go”?,2019-12-08 20:54:48
207,RT @justalesi: Dick pics are the human equivalent of a cat giving you a dead bird as a “gift.”,2019-12-08 20:54:48
208,RT @Oolacile: Can't wait to watch the roomies @MVRDAuk &amp; @Samplifire kill it in LA tonight. Such an insanely stacked lineup as well,2019-12-08 20:54:48
209,"RT @injuuns: o heretic, swathed in dark #darksouls https://t.co/8Nw2DoejiW",2019-12-08 20:54:48
210,GAL HAS A BAND,2019-12-08 20:54:48
211,"RT @Dope2Fiends: #Over 868,000 #song #plays over 152,000 #likes #come #check #out my #new #hot #single #BrunoMars https://t.co/0cxSPnDUCd #…",2019-12-08 20:54:48
212,"RT @realDonaldTrump: I got NATO countries to pay 530 Billion Dollars a year more, and the U.S. less, and came home to a Fake News Media tha…",2019-12-08 20:54:48
213,ACHOO!!,2019-12-08 20:54:48
214,Shirley Alston Reeves   Soldier Boy https://t.co/RjhkOOFFbI via @YouTube,2019-12-08 20:54:48
215,Taking a break 💆🏽‍♀️,2019-12-08 20:54:48
216,"RT @1776Stonewall: @realDonaldTrump And that's what Dems always do. They lost in the electoral college, so they want to get rid of it. They…",2019-12-08 20:54:48
217,"RT @Anytrain: No, thanks. I can mindfuck myself.",2019-12-08 20:54:48
218,"@BengalWilma Is there room for one more, sweetheart? 😻😽♥️",2019-12-08 20:54:48
